benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,arg_number_of_iterations,arg_optimization_level,algo_depth,algo_width,algo_num_qubits,algo_num_clbits,algo_num_ops,algo_num_2q_gates,algo_num_cliffords,algo_num_non_cliffords,algo_critical_path_length,algo_connected_components,algo_num_parameters,algo_gate_measure,algo_gate_cx,algo_gate_h,transpile_opt_level,hw_circ_depth,hw_circ_width,hw_circ_num_ops,hw_circ_num_2q_gates,hw_circ_swaps,hw_circ_connected_components,hw_circ_connectivity_degree_max,hw_circ_connectivity_degree_avg,hw_gate_cz,hw_gate_measure,hw_gate_rz,hw_gate_sx,exec_openmp_num_threads,exec_mpi_rank,exec_mpi_size,exec_transpile_time,depth_ratio,twoq_ratio,hw_gate_cx,hw_gate_h,algo_gate_rz,algo_gate_cz,algo_gate_s,algo_gate_swap,algo_gate_rx,hw_gate_x,algo_gate_cu,algo_gate_ccx,algo_gate_cp,algo_gate_u2,algo_gate_ry,algo_gate_p,algo_gate_barrier,hw_gate_barrier,hw_gate_rx,algo_gate_reset,hw_gate_reset,hw_gate_gpi2,hw_gate_ms,hw_gate_gpi,hw_gate_ry,arg_device,arg_run_mode,algo_shots,be_backend_name,be_backend_type,be_backend_is_simulator,depth_qf,width_qf,n_ops_qf,two_qubit_gates_qf,clifford_count_qf,nonclifford_count_qf,critical_path_length_qf,connected_components_qf,num_parameters_qf,critical_path_length,connected_components,num_parameters
tfim,25,1,8,ionq,simulator,6183.57914686203,,77.0,25.0,,125.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,50.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,77.0,25.0,25.0,25.0,125.0,50.0,50.0,75.0,77.0,1.0,0.0,25.0,50.0,,1.5,77.0,25.0,125.0,50.0,0.0,1.0,2.0,2.0,,25.0,25.0,,1.0,0.0,1.0,0.4435828768182546,1.0,1.0,50.0,,25.0,,,,25.0,,,,,,,,,,25.0,,,,,,,CPU,sync,,ionq_simulator,simulator,True,77.0,25.0,125.0,50.0,50.0,75.0,77.0,1.0,0.0,77.0,1.0,0.0
tfim,26,1,8,ibmq,ibm_miami,14377.686977386475,,80.0,26.0,,130.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,80.0,26.0,26.0,26.0,130.0,52.0,52.0,78.0,80.0,1.0,0.0,26.0,52.0,,1.5,273.75,120.0,453.5,78.25,0.0,95.0,2.5,0.44166666666666665,78.25,26.0,177.25,171.5,1.0,0.0,1.0,4.957944596244488,3.421875,1.5048076923076923,,,26.0,,,,26.0,1.0,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,80.0,26.0,130.0,52.0,52.0,78.0,80.0,1.0,0.0,80.0,1.0,0.0
tfim,26,1,32,nwqsim,mpi,4290.468,,80.0,26.0,,130.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,52.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,26.0,130.0,52.0,52.0,78.0,80.0,1.0,0.0,80.0,1.0,0.0
tfim,27,1,8,ibmq,ibm_boston,22092.830657958984,,83.0,27.0,,135.0,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,54.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,83.0,27.0,27.0,27.0,135.0,54.0,54.0,81.0,83.0,1.0,0.0,27.0,54.0,,1.5,368.25,156.0,704.5,142.5,0.0,127.75,3.0,0.375,142.5,27.0,222.5,306.25,1.0,0.0,1.0,1.442910760990344,4.436746987951808,2.6388888888888893,,,27.0,,,,27.0,12.5,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,83.0,27.0,135.0,54.0,54.0,81.0,83.0,1.0,0.0,83.0,1.0,0.0
tfim,28,1,4,ionq,simulator,33779.11666666667,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.3333333333333333,86.0,28.0,28.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,28.0,56.0,,1.3333333333333333,86.0,28.0,140.0,56.0,0.0,1.0,2.0,2.0,,28.0,28.0,,1.0,0.0,1.0,0.4621601498996218,1.0,1.0,56.0,,28.0,,,,28.0,,,,,,,,,,28.0,,,,,,,CPU,sync,,ionq_simulator,simulator,True,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,1,8,ibmq,ibm_boston,20406.27344449361,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.6666666666666667,86.0,28.0,28.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,28.0,56.0,,1.6666666666666667,308.3333333333333,156.0,576.3333333333334,113.0,0.0,129.0,2.3333333333333335,0.3547008547008547,113.0,28.0,188.66666666666666,246.0,1.0,0.0,1.0,1.6673178537748754,3.5852713178294575,2.017857142857143,,,28.0,,,,28.0,1.0,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,1,16,nwqsim,mpi,28563.184,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,1,32,qiskitaer,matrix_product_state,6619.248,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,2,4,qiskitaer,matrix_product_state,6298.823333333334,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,2,8,nwqsim,mpi,28537.654,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,2,16,nwqsim,mpi,15633.189999999999,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,4,2,nwqsim,mpi,38743.547999999995,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,4,4,nwqsim,mpi,28576.378000000004,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,4,8,qiskitaer,matrix_product_state,6563.94,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,8,2,nwqsim,mpi,28309.29,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,8,4,nwqsim,mpi,15658.388,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,28,8,8,nwqsim,mpi,9942.488000000001,,86.0,28.0,,140.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,56.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,28.0,140.0,56.0,56.0,84.0,86.0,1.0,0.0,86.0,1.0,0.0
tfim,29,1,8,ibmq,ibm_boston,17416.617691516876,,89.0,29.0,,145.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,58.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,89.0,29.0,29.0,29.0,145.0,58.0,58.0,87.0,89.0,1.0,0.0,29.0,58.0,,1.5,389.0,156.0,734.0,153.25,0.0,116.25,3.0,0.5224358974358975,153.25,29.0,219.5,327.0,1.0,0.0,1.0,2.368843640317209,4.370786516853933,2.6422413793103448,,,29.0,,,,29.0,10.5,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,89.0,29.0,145.0,58.0,58.0,87.0,89.0,1.0,0.0,89.0,1.0,0.0
tfim,30,1,8,ibmq,ibm_boston,20954.295098781586,,92.0,30.0,,150.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,92.0,30.0,30.0,30.0,150.0,60.0,60.0,90.0,92.0,1.0,0.0,30.0,60.0,,1.5,402.5,156.0,758.25,158.0,0.0,116.75,3.0,0.5160256410256411,158.0,30.0,227.5,338.0,1.0,0.0,1.0,13.296806414145976,4.375,2.6333333333333333,,,30.0,,,,30.0,9.5,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,92.0,30.0,150.0,60.0,60.0,90.0,92.0,1.0,0.0,92.0,1.0,0.0
tfim,30,1,32,qiskitaer,matrix_product_state,6590.014,,92.0,30.0,,150.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,30.0,150.0,60.0,60.0,90.0,92.0,1.0,0.0,92.0,1.0,0.0
tfim,30,2,8,qiskitaer,matrix_product_state,6936.03,,92.0,30.0,,150.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,30.0,150.0,60.0,60.0,90.0,92.0,1.0,0.0,92.0,1.0,0.0
tfim,30,2,16,qiskitaer,matrix_product_state,6336.983333333334,,92.0,30.0,,150.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,30.0,150.0,60.0,60.0,90.0,92.0,1.0,0.0,92.0,1.0,0.0
tfim,31,1,8,ibmq,ibm_boston,22251.330733299255,,95.0,31.0,,155.0,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,62.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,95.0,31.0,31.0,31.0,155.0,62.0,62.0,93.0,95.0,1.0,0.0,31.0,62.0,,1.5,404.5,156.0,745.0,156.75,0.0,113.25,3.0,0.5641025641025641,156.75,31.0,222.25,332.25,1.0,0.0,1.0,13.99161466723308,4.257894736842106,2.528225806451613,,,31.0,,,,31.0,5.5,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,95.0,31.0,155.0,62.0,62.0,93.0,95.0,1.0,0.0,95.0,1.0,0.0
tfim,32,1,8,ibmq,ibm_boston,15901.147305965424,,98.0,32.0,,160.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,64.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,98.0,32.0,32.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,32.0,64.0,,1.5,352.75,156.0,593.0,108.25,0.0,125.0,2.25,0.40705128205128205,108.25,32.0,218.0,234.25,1.0,0.0,1.0,1.9085181261179969,3.5994897959183674,1.69140625,,,32.0,,,,32.0,1.0,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,98.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,98.0,1.0,0.0
tfim,32,1,32,qiskitaer,matrix_product_state,8134.298,,98.0,32.0,,160.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,64.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,98.0,1.0,0.0
tfim,32,2,8,qiskitaer,matrix_product_state,9283.246666666666,,98.0,32.0,,160.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,64.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,98.0,1.0,0.0
tfim,32,2,16,qiskitaer,matrix_product_state,7034.974,,98.0,32.0,,160.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,64.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,98.0,1.0,0.0
tfim,32,4,8,qiskitaer,matrix_product_state,6335.418,,98.0,32.0,,160.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,64.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,32.0,160.0,64.0,64.0,96.0,98.0,1.0,0.0,98.0,1.0,0.0
tfim,33,1,8,ibmq,ibm_boston,22332.277417182922,,101.0,33.0,,165.0,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,66.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,101.0,33.0,33.0,33.0,165.0,66.0,66.0,99.0,101.0,1.0,0.0,33.0,66.0,,1.5,434.5,156.0,800.75,167.0,0.0,111.5,3.0,0.5833333333333334,167.0,33.0,243.0,354.25,1.0,0.0,1.0,4.0646050532814115,4.301980198019802,2.5303030303030303,,,33.0,,,,33.0,7.0,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,101.0,33.0,165.0,66.0,66.0,99.0,101.0,1.0,0.0,101.0,1.0,0.0
tfim,33,2,16,qiskitaer,matrix_product_state,6695.8240000000005,,101.0,33.0,,165.0,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,66.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,33.0,165.0,66.0,66.0,99.0,101.0,1.0,0.0,101.0,1.0,0.0
tfim,34,1,8,ibmq,ibm_boston,14210.26873588562,,104.0,34.0,,170.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,68.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,104.0,34.0,34.0,34.0,170.0,68.0,68.0,102.0,104.0,1.0,0.0,34.0,68.0,,1.5,441.5,156.0,795.25,166.25,0.0,108.25,2.75,0.6282051282051282,166.25,34.0,239.75,350.5,1.0,0.0,1.0,9.4213567111874,4.2451923076923075,2.4448529411764706,,,34.0,,,,34.0,9.5,,,,,,,,,,,,,,,,CPU,sync,,,hardware,False,104.0,34.0,170.0,68.0,68.0,102.0,104.0,1.0,0.0,104.0,1.0,0.0
